issue,number,link,trimmed_list_lemmatize,trimmed_list_stemming
p2p: implement trusted node file,831,https://github.com/ethereum/go-ethereum/issues/831,"['p2p', 'implement', 'trusted', 'node', 'file']","['p2p', 'implement', 'trust', 'node', 'file']"
eth/downloader: missing parent improvement,830,https://github.com/ethereum/go-ethereum/issues/830,"['ethdownloader', 'missing', 'parent', 'improvement']","['eth', 'download', 'miss', 'parent', 'improv']"
eth_getFilterChanges of eth_newBlockFilter returns empty log,829,https://github.com/ethereum/go-ethereum/issues/829,"['eth_getfilterchanges', 'eth_newblockfilter', 'return', 'empty', 'log']","['eth_getfilterchang', 'eth_newblockfilt', 'return', 'empti', 'log']"
Remove path separator literals,828,https://github.com/ethereum/go-ethereum/issues/828,"['remove', 'path', 'separator', 'literal']","['remov', 'path', 'separ', 'liter']"
Windows crash after DAG generation,827,https://github.com/ethereum/go-ethereum/issues/827,"['windows', 'crash', 'dag', 'generation']","['window', 'crash', 'dag', 'gener']"
INVALID block #XXXXX (To update your chains please READ),826,https://github.com/ethereum/go-ethereum/issues/826,"['invalid', 'block', 'xxxxx', 'to', 'update', 'chain', 'please', 'read']","['invalid', 'block', 'xxxxx', 'to', 'updat', 'chain', 'pleas', 'read']"
core: chain fork fix,825,https://github.com/ethereum/go-ethereum/issues/825,"['core', 'chain', 'fork', 'fix']","['core', 'chain', 'fork', 'fix']"
Incorrect error message 'Account does not exist' when sending transaction without funds,824,https://github.com/ethereum/go-ethereum/issues/824,"['incorrect', 'error', 'message', 'account', 'exist', 'sending', 'transaction', 'without', 'fund']","['incorrect', 'error', 'messag', 'account', 'exist', 'send', 'transact', 'without', 'fund']"
"use sensible defaults for ""fromBlock/toBlock"" when calling eth_newFilter and those parameters are not given.",823,https://github.com/ethereum/go-ethereum/issues/823,"['use', 'sensible', 'default', 'fromblocktoblock', 'calling', 'eth_newfilter', 'parameter', 'given']","['use', 'sensibl', 'default', 'fromblock', 'toblock', 'call', 'eth_newfilt', 'paramet', 'given']"
Makefile improvements,822,https://github.com/ethereum/go-ethereum/issues/822,"['makefile', 'improvement']","['makefil', 'improv']"
p2p/discover: fix api issues caused by leveldb update,821,https://github.com/ethereum/go-ethereum/issues/821,"['p2pdiscover', 'fix', 'api', 'issue', 'caused', 'leveldb', 'update']","['p2p', 'discov', 'fix', 'api', 'issu', 'caus', 'leveldb', 'updat']"
rlp: fix list bounds check overflow (found by go-fuzz),820,https://github.com/ethereum/go-ethereum/issues/820,"['rlp', 'fix', 'list', 'bound', 'check', 'overflow', 'found', 'gofuzz']","['rlp', 'fix', 'list', 'bound', 'check', 'overflow', 'found', 'go', 'fuzz']"
"godeps: refresh leveldb, clean up stale dependencies",819,https://github.com/ethereum/go-ethereum/issues/819,"['godeps', 'refresh', 'leveldb', 'clean', 'stale', 'dependency']","['godep', 'refresh', 'leveldb', 'clean', 'stale', 'depend']"
Add privkey loading to block tests,818,https://github.com/ethereum/go-ethereum/issues/818,"['add', 'privkey', 'loading', 'block', 'test']","['add', 'privkey', 'load', 'block', 'test']"
Remove old logger from RPC pkg,817,https://github.com/ethereum/go-ethereum/issues/817,"['remove', 'old', 'logger', 'rpc', 'pkg']","['remov', 'old', 'logger', 'rpc', 'pkg']"
Add private key import to the blocktest loading,816,https://github.com/ethereum/go-ethereum/issues/816,"['add', 'private', 'key', 'import', 'blocktest', 'loading']","['add', 'privat', 'key', 'import', 'blocktest', 'load']"
p2p/discover: RLP encode/decode loses discovery-port information,815,https://github.com/ethereum/go-ethereum/issues/815,"['p2pdiscover', 'rlp', 'encodedecode', 'loses', 'discoveryport', 'information']","['p2p', 'discov', 'rlp', 'encod', 'decod', 'lose', 'discoveri', 'port', 'inform']"
rpc/jeth.go provider should also implement sendAsync method,814,https://github.com/ethereum/go-ethereum/issues/814,"['rpcjethgo', 'provider', 'also', 'implement', 'sendasync', 'method']","['rpc', 'jeth', 'go', 'provid', 'also', 'implement', 'sendasync', 'method']"
General fixes,813,https://github.com/ethereum/go-ethereum/issues/813,"['general', 'fix']","['gener', 'fix']"
RPC contract function call with parameters not working,812,https://github.com/ethereum/go-ethereum/issues/812,"['rpc', 'contract', 'function', 'call', 'parameter', 'working']","['rpc', 'contract', 'function', 'call', 'paramet', 'work']"
Problem at block 120.000,811,https://github.com/ethereum/go-ethereum/issues/811,"['problem', 'block', '120000']","['problem', 'block', '120', '000']"
Invalid blocks,810,https://github.com/ethereum/go-ethereum/issues/810,"['invalid', 'block']","['invalid', 'block']"
What is goupnp?,809,https://github.com/ethereum/go-ethereum/issues/809,"['what', 'goupnp']","['what', 'goupnp']"
Integrate new ethash api,808,https://github.com/ethereum/go-ethereum/issues/808,"['integrate', 'new', 'ethash', 'api']","['integr', 'new', 'ethash', 'api']"
accounts not being created in the correct order in the array.,807,https://github.com/ethereum/go-ethereum/issues/807,"['account', 'created', 'correct', 'order', 'array']","['account', 'creat', 'correct', 'order', 'array']"
The pending block should return null for some properties,806,https://github.com/ethereum/go-ethereum/issues/806,"['the', 'pending', 'block', 'return', 'null', 'property']","['the', 'pend', 'block', 'return', 'null', 'properti']"
"eth, eth/downloader: improve downloader and remove asynchronousness",805,https://github.com/ethereum/go-ethereum/issues/805,"['eth', 'ethdownloader', 'improve', 'downloader', 'remove', 'asynchronousness']","['eth', 'eth', 'download', 'improv', 'download', 'remov', 'asynchron']"
"Simpler ""welcome""",804,https://github.com/ethereum/go-ethereum/issues/804,"['simpler', 'welcome']","['simpler', 'welcom']"
core: fixed wildcard topic filters. Closes #725,803,https://github.com/ethereum/go-ethereum/issues/803,"['core', 'fixed', 'wildcard', 'topic', 'filter', 'closes', '725']","['core', 'fix', 'wildcard', 'topic', 'filter', 'close', '725']"
test  for alex,802,https://github.com/ethereum/go-ethereum/issues/802,"['test', 'alex']","['test', 'alex']"
ASCII was breaking in smaller terminal screens so changed the art to simpler unicode,801,https://github.com/ethereum/go-ethereum/issues/801,"['ascii', 'breaking', 'smaller', 'terminal', 'screen', 'changed', 'art', 'simpler', 'unicode']","['ascii', 'break', 'smaller', 'termin', 'screen', 'chang', 'art', 'simpler', 'unicod']"
Ethereum js update,800,https://github.com/ethereum/go-ethereum/issues/800,"['ethereum', 'j', 'update']","['ethereum', 'js', 'updat']"
update web3.js from 0.2.4 to 0.3.2,799,https://github.com/ethereum/go-ethereum/issues/799,"['update', 'web3js', '024', '032']","['updat', 'web3', 'js', '0', '2', '4', '0', '3', '2']"
Wrong logging of tx (or worse),798,https://github.com/ethereum/go-ethereum/issues/798,"['wrong', 'logging', 'tx', 'worse']","['wrong', 'log', 'tx', 'wors']"
Bootnodes update,797,https://github.com/ethereum/go-ethereum/issues/797,"['bootnodes', 'update']","['bootnod', 'updat']"
Fix ignore of unexpected files in key dir,796,https://github.com/ethereum/go-ethereum/issues/796,"['fix', 'ignore', 'unexpected', 'file', 'key', 'dir']","['fix', 'ignor', 'unexpect', 'file', 'key', 'dir']"
Empty account on Mac,795,https://github.com/ethereum/go-ethereum/issues/795,"['empty', 'account', 'mac']","['empti', 'account', 'mac']"
Add block header validations for block tests,794,https://github.com/ethereum/go-ethereum/issues/794,"['add', 'block', 'header', 'validation', 'block', 'test']","['add', 'block', 'header', 'valid', 'block', 'test']"
p2p/discover: persistent node database,793,https://github.com/ethereum/go-ethereum/issues/793,"['p2pdiscover', 'persistent', 'node', 'database']","['p2p', 'discov', 'persist', 'node', 'databas']"
doc: crypto/secp256k1 GMP dependency package name.,792,https://github.com/ethereum/go-ethereum/issues/792,"['doc', 'cryptosecp256k1', 'gmp', 'dependency', 'package', 'name']","['doc', 'crypto', 'secp256k1', 'gmp', 'depend', 'packag', 'name']"
p2p/discover: sha3-based node distance,791,https://github.com/ethereum/go-ethereum/issues/791,"['p2pdiscover', 'sha3based', 'node', 'distance']","['p2p', 'discov', 'sha3', 'base', 'node', 'distanc']"
Complete block tests support,790,https://github.com/ethereum/go-ethereum/issues/790,"['complete', 'block', 'test', 'support']","['complet', 'block', 'test', 'support']"
logging for gas limit and related errors,789,https://github.com/ethereum/go-ethereum/issues/789,"['logging', 'gas', 'limit', 'related', 'error']","['log', 'ga', 'limit', 'relat', 'error']"
Develop suddenly fails to import test blockchain,788,https://github.com/ethereum/go-ethereum/issues/788,"['develop', 'suddenly', 'fails', 'import', 'test', 'blockchain']","['develop', 'suddenli', 'fail', 'import', 'test', 'blockchain']"
"Revert ""Revert ""refactor Dockerfile""""",787,https://github.com/ethereum/go-ethereum/issues/787,"['revert', 'revert', 'refactor', 'dockerfile']","['revert', 'revert', 'refactor', 'dockerfil']"
Empty Call response should return 0x instead of 0x00. Closes #739,786,https://github.com/ethereum/go-ethereum/issues/786,"['empty', 'call', 'response', 'return', '0x', 'instead', '0x00', 'closes', '739']","['empti', 'call', 'respons', 'return', '0x', 'instead', '0x00', 'close', '739']"
"Revert ""refactor Dockerfile""",785,https://github.com/ethereum/go-ethereum/issues/785,"['revert', 'refactor', 'dockerfile']","['revert', 'refactor', 'dockerfil']"
Rename eth_Version to eth_protocolVersion. Closes #737,784,https://github.com/ethereum/go-ethereum/issues/784,"['rename', 'eth_version', 'eth_protocolversion', 'closes', '737']","['renam', 'eth_vers', 'eth_protocolvers', 'close', '737']"
Issue 777,783,https://github.com/ethereum/go-ethereum/issues/783,"['issue', '777']","['issu', '777']"
"Changed ""Welcome to the Frontier"" to something more geeky",782,https://github.com/ethereum/go-ethereum/issues/782,"['changed', 'welcome', 'frontier', 'something', 'geeky']","['chang', 'welcom', 'frontier', 'someth', 'geeki']"
refactor Dockerfile,781,https://github.com/ethereum/go-ethereum/issues/781,"['refactor', 'dockerfile']","['refactor', 'dockerfil']"
Adding flags to facilitate cross compiling to ARM,780,https://github.com/ethereum/go-ethereum/issues/780,"['adding', 'flag', 'facilitate', 'cross', 'compiling', 'arm']","['ad', 'flag', 'facilit', 'cross', 'compil', 'arm']"
Block tests reloaded,779,https://github.com/ethereum/go-ethereum/issues/779,"['block', 'test', 'reloaded']","['block', 'test', 'reload']"
Moved database update loop to eth/backend,778,https://github.com/ethereum/go-ethereum/issues/778,"['moved', 'database', 'update', 'loop', 'ethbackend']","['move', 'databas', 'updat', 'loop', 'eth', 'backend']"
RPC: implement 'latest' and 'pending' as possible blockNumber arg,777,https://github.com/ethereum/go-ethereum/issues/777,"['rpc', 'implement', 'latest', 'pending', 'possible', 'blocknumber', 'arg']","['rpc', 'implement', 'latest', 'pend', 'possibl', 'blocknumb', 'arg']"
Win32 build fixes,776,https://github.com/ethereum/go-ethereum/issues/776,"['win32', 'build', 'fix']","['win32', 'build', 'fix']"
Invalid pointer error while mining,775,https://github.com/ethereum/go-ethereum/issues/775,"['invalid', 'pointer', 'error', 'mining']","['invalid', 'pointer', 'error', 'mine']"
Solidity compiler (solc) and contract metadata integration,774,https://github.com/ethereum/go-ethereum/issues/774,"['solidity', 'compiler', 'solc', 'contract', 'metadata', 'integration']","['solid', 'compil', 'solc', 'contract', 'metadata', 'integr']"
CLI and JS admin changes,773,https://github.com/ethereum/go-ethereum/issues/773,"['cli', 'js', 'admin', 'change']","['cli', 'js', 'admin', 'chang']"
Natto integration into jsre,772,https://github.com/ethereum/go-ethereum/issues/772,"['natto', 'integration', 'jsre']","['natto', 'integr', 'jsre']"
"jsre: support for setTimeout, sendAsync ",771,https://github.com/ethereum/go-ethereum/issues/771,"['jsre', 'support', 'settimeout', 'sendasync']","['jsre', 'support', 'settimeout', 'sendasync']"
"Passing an array as a param, getting wrong output",770,https://github.com/ethereum/go-ethereum/issues/770,"['passing', 'array', 'param', 'getting', 'wrong', 'output']","['pass', 'array', 'param', 'get', 'wrong', 'output']"
core: transaction queue,769,https://github.com/ethereum/go-ethereum/issues/769,"['core', 'transaction', 'queue']","['core', 'transact', 'queue']"
Add new error codes according to new spec,768,https://github.com/ethereum/go-ethereum/issues/768,"['add', 'new', 'error', 'code', 'according', 'new', 'spec']","['add', 'new', 'error', 'code', 'accord', 'new', 'spec']"
Invalid block #120000,767,https://github.com/ethereum/go-ethereum/issues/767,"['invalid', 'block', '120000']","['invalid', 'block', '120000']"
Treat hexnums as big.Int instead of int64. Closes #762,766,https://github.com/ethereum/go-ethereum/issues/766,"['treat', 'hexnums', 'bigint', 'instead', 'int64', 'closes', '762']","['treat', 'hexnum', 'big', 'int', 'instead', 'int64', 'close', '762']"
Further fixes to block test wrapper,765,https://github.com/ethereum/go-ethereum/issues/765,"['further', 'fix', 'block', 'test', 'wrapper']","['further', 'fix', 'block', 'test', 'wrapper']"
geth crashes due to corrupt blockchain db,764,https://github.com/ethereum/go-ethereum/issues/764,"['geth', 'crash', 'due', 'corrupt', 'blockchain', 'db']","['geth', 'crash', 'due', 'corrupt', 'blockchain', 'db']"
"Remove ""minGasPrice"" field from JSON responses. Closes. #754",763,https://github.com/ethereum/go-ethereum/issues/763,"['remove', 'mingasprice', 'field', 'json', 'response', 'closes', '754']","['remov', 'mingaspric', 'field', 'json', 'respons', 'close', '754']"
sendTransaction sends unexpected amount of ether,762,https://github.com/ethereum/go-ethereum/issues/762,"['sendtransaction', 'sends', 'unexpected', 'amount', 'ether']","['sendtransact', 'send', 'unexpect', 'amount', 'ether']"
trivial fix for: Broken link for detailed go build instructions #661,761,https://github.com/ethereum/go-ethereum/issues/761,"['trivial', 'fix', 'broken', 'link', 'detailed', 'go', 'build', 'instruction', '661']","['trivial', 'fix', 'broken', 'link', 'detail', 'go', 'build', 'instruct', '661']"
core: transaction fixes,760,https://github.com/ethereum/go-ethereum/issues/760,"['core', 'transaction', 'fix']","['core', 'transact', 'fix']"
geth upgradedb seems to be missing support for datadir,759,https://github.com/ethereum/go-ethereum/issues/759,"['geth', 'upgradedb', 'seems', 'missing', 'support', 'datadir']","['geth', 'upgradedb', 'seem', 'miss', 'support', 'datadir']"
Documentation,758,https://github.com/ethereum/go-ethereum/issues/758,['documentation'],['document']
Ethash frontier update,757,https://github.com/ethereum/go-ethereum/issues/757,"['ethash', 'frontier', 'update']","['ethash', 'frontier', 'updat']"
Block test improvements,756,https://github.com/ethereum/go-ethereum/issues/756,"['block', 'test', 'improvement']","['block', 'test', 'improv']"
"cmd/geth, cmd/utils: add cli flags for pprof and whisper",755,https://github.com/ethereum/go-ethereum/issues/755,"['cmdgeth', 'cmdutils', 'add', 'cli', 'flag', 'pprof', 'whisper']","['cmd', 'geth', 'cmd', 'util', 'add', 'cli', 'flag', 'pprof', 'whisper']"
"Please remove the ""minGasPrice"" from block returns",754,https://github.com/ethereum/go-ethereum/issues/754,"['please', 'remove', 'mingasprice', 'block', 'return']","['pleas', 'remov', 'mingaspric', 'block', 'return']"
