issue,number,state,link 
get the nonce of account by rpc api,3196,closed,https://github.com/ethereum/go-ethereum/issues/3196
"cmd/utils, core, params: explicitly pick reprice fork for fast sync",3195,closed,https://github.com/ethereum/go-ethereum/issues/3195
Geth do not acceps transaction from parity,3194,closed,https://github.com/ethereum/go-ethereum/issues/3194
"manually construct the transaction and sign, broadcast it by the rpc of go-ethereum",3193,closed,https://github.com/ethereum/go-ethereum/issues/3193
Transaction receive fail on private network,3192,closed,https://github.com/ethereum/go-ethereum/issues/3192
VMTests not updated after EIP150 fork,3191,closed,https://github.com/ethereum/go-ethereum/issues/3191
pthread_create failed: Resource temporarily unavailable,3190,closed,https://github.com/ethereum/go-ethereum/issues/3190
"Update goleveldb, add debug.chaindbCompact",3189,closed,https://github.com/ethereum/go-ethereum/issues/3189
"core/state, trie: add direct cache for state values",3188,closed,https://github.com/ethereum/go-ethereum/issues/3188
10000000000 vs 1000000000 - gas limit for the evm != GasLimit() ?,3187,closed,https://github.com/ethereum/go-ethereum/issues/3187
"trie: while fast syncing, don't keep trie nodes in memory",3186,closed,https://github.com/ethereum/go-ethereum/issues/3186
eth/downloader: fix a data race in a log output,3185,closed,https://github.com/ethereum/go-ethereum/issues/3185
"cmd/geth, code, eth/downloader: tune import logs and mem stats",3184,closed,https://github.com/ethereum/go-ethereum/issues/3184
Bad block #1422330 gas used error (2278520 / 2278360).,3183,closed,https://github.com/ethereum/go-ethereum/issues/3183
"trie: bump cachegen for read access, avoiding copies",3182,closed,https://github.com/ethereum/go-ethereum/issues/3182
Geth mainnet syncing,3181,closed,https://github.com/ethereum/go-ethereum/issues/3181
"trie: bump cachegen for read access, avoiding copies",3180,closed,https://github.com/ethereum/go-ethereum/issues/3180
EIP158 & 160 Hardfork,3179,closed,https://github.com/ethereum/go-ethereum/issues/3179
Optimize EXP,3178,closed,https://github.com/ethereum/go-ethereum/issues/3178
EXP optimization,3177,closed,https://github.com/ethereum/go-ethereum/issues/3177
"cmd/geth, trie: report on trie cache unloads, also add debug log",3176,closed,https://github.com/ethereum/go-ethereum/issues/3176
trie: add metric to track cache unloading,3175,closed,https://github.com/ethereum/go-ethereum/issues/3175
trie: tweak cache formula to favour low-depth nodes,3174,closed,https://github.com/ethereum/go-ethereum/issues/3174
"cmd, core/state: allow configurable trie cache generations",3173,closed,https://github.com/ethereum/go-ethereum/issues/3173
cmd/evm: Allow stdin and files as sources of bytecode,3172,closed,https://github.com/ethereum/go-ethereum/issues/3172
geth EIP 158 state clearing not effective for geth 1.4.18?,3171,closed,https://github.com/ethereum/go-ethereum/issues/3171
Geth dont exist from sync status while syncing morden network,3170,closed,https://github.com/ethereum/go-ethereum/issues/3170
RPC connect remote server get Connection Refused err,3169,closed,https://github.com/ethereum/go-ethereum/issues/3169
core/vm: fix GASPRICE string (resolves #2553),3168,closed,https://github.com/ethereum/go-ethereum/issues/3168
Transaction disappeared.,3167,closed,https://github.com/ethereum/go-ethereum/issues/3167
core/vm: Ignore EnableJit ChainConfig setting,3166,closed,https://github.com/ethereum/go-ethereum/issues/3166
core/vm: Panic if JIT is invoked,3165,closed,https://github.com/ethereum/go-ethereum/issues/3165
core/vm: Panic if JIT is invoked,3164,closed,https://github.com/ethereum/go-ethereum/issues/3164
estimateGas is broken for contract calls after hardfork,3163,closed,https://github.com/ethereum/go-ethereum/issues/3163
miner: copy pending state so we don't accidentally modify it,3162,closed,https://github.com/ethereum/go-ethereum/issues/3162
"cmd/geth, trie: track and report trie cache misses",3161,closed,https://github.com/ethereum/go-ethereum/issues/3161
cmd/geth: compact and print database stats after an import,3160,closed,https://github.com/ethereum/go-ethereum/issues/3160
Geth install intructions,3159,closed,https://github.com/ethereum/go-ethereum/issues/3159
"common, core, eth/downloader: adjust import log formatting",3158,closed,https://github.com/ethereum/go-ethereum/issues/3158
core: Add metrics collection for transaction events; replace/discard …,3157,closed,https://github.com/ethereum/go-ethereum/issues/3157
core: Add block processing time metric collection,3156,closed,https://github.com/ethereum/go-ethereum/issues/3156
core: Add metrics collection for transaction events; replace/discard …,3155,closed,https://github.com/ethereum/go-ethereum/issues/3155
core: Add block processing time metric collection,3154,closed,https://github.com/ethereum/go-ethereum/issues/3154
trie: improve cache unloading mechanism,3153,closed,https://github.com/ethereum/go-ethereum/issues/3153
estimateGas always yields 1 eth when method throws an exception,3152,closed,https://github.com/ethereum/go-ethereum/issues/3152
geth won't sync past block 2457000,3151,closed,https://github.com/ethereum/go-ethereum/issues/3151
Metrics,3150,closed,https://github.com/ethereum/go-ethereum/issues/3150
Add block processing time metric collection,3149,closed,https://github.com/ethereum/go-ethereum/issues/3149
Geth testnet is syncing rarely,3148,closed,https://github.com/ethereum/go-ethereum/issues/3148
Geth fails to broadcast transaction,3147,closed,https://github.com/ethereum/go-ethereum/issues/3147
Cannot sync testnet blockchain,3146,closed,https://github.com/ethereum/go-ethereum/issues/3146
Light client,3145,closed,https://github.com/ethereum/go-ethereum/issues/3145
Release/1.4.18 to master,3144,closed,https://github.com/ethereum/go-ethereum/issues/3144
Geth 1.4.18: Note 7,3143,closed,https://github.com/ethereum/go-ethereum/issues/3143
trie: fix regression that linked all downloaded nodes together,3142,closed,https://github.com/ethereum/go-ethereum/issues/3142
params: set reprice block number to 2463000,3141,closed,https://github.com/ethereum/go-ethereum/issues/3141
Geth 1.4.18: Note 7,3140,closed,https://github.com/ethereum/go-ethereum/issues/3140
"eth, internal/web3ext: admin flag to allow reenabling fast sync",3139,closed,https://github.com/ethereum/go-ethereum/issues/3139
core: add global (soft) limits on the pending transactions,3138,closed,https://github.com/ethereum/go-ethereum/issues/3138
"Sign releases, tags and binaries for trusted & secure distribution",3137,closed,https://github.com/ethereum/go-ethereum/issues/3137
"metrics, internal/debug: Add --pprofaddr flag, expose metrics via gexp",3136,closed,https://github.com/ethereum/go-ethereum/issues/3136
"trie, core/state: improve memory usage and performance",3135,closed,https://github.com/ethereum/go-ethereum/issues/3135
Latest geth has severe memory leak!  Over 7.8GB memory and still climbing!,3134,closed,https://github.com/ethereum/go-ethereum/issues/3134
swarm: fix http API's last problems,3133,closed,https://github.com/ethereum/go-ethereum/issues/3133
swarm: fix http API's last problems,3132,closed,https://github.com/ethereum/go-ethereum/issues/3132
geth quits unexpectedly and regularly while sync'ing,3131,closed,https://github.com/ethereum/go-ethereum/issues/3131
geth 1.4.17 crash after block 2425548 (segfault),3130,closed,https://github.com/ethereum/go-ethereum/issues/3130
fatal error: runtime: cannot allocate memory,3129,closed,https://github.com/ethereum/go-ethereum/issues/3129
How to list contract/internal transactions via JSON-RPC API,3128,closed,https://github.com/ethereum/go-ethereum/issues/3128
`attach` does not respect non-default `--datadir`,3127,closed,https://github.com/ethereum/go-ethereum/issues/3127
Run geth failed,3126,closed,https://github.com/ethereum/go-ethereum/issues/3126
fatal error: concurrent map read and map write,3125,closed,https://github.com/ethereum/go-ethereum/issues/3125
Blocks importing out of order?,3124,closed,https://github.com/ethereum/go-ethereum/issues/3124
Fast sync stopped prematurely,3123,closed,https://github.com/ethereum/go-ethereum/issues/3123
poolaid useless,3122,closed,https://github.com/ethereum/go-ethereum/issues/3122
accounts/abi: differentiate between static and dynamic arrays,3121,closed,https://github.com/ethereum/go-ethereum/issues/3121
core: fixed import reporter,3120,closed,https://github.com/ethereum/go-ethereum/issues/3120
accounts/abi: Incorrect Packing for Static Arrays,3119,closed,https://github.com/ethereum/go-ethereum/issues/3119
Release 1.4.17 to master,3118,closed,https://github.com/ethereum/go-ethereum/issues/3118
core: lower transaction pool max queue limit,3117,closed,https://github.com/ethereum/go-ethereum/issues/3117
Backport TxPool limits to release/1.4,3116,closed,https://github.com/ethereum/go-ethereum/issues/3116
eth: optimise initial transaction sync,3115,closed,https://github.com/ethereum/go-ethereum/issues/3115
does not use existing chain data?,3114,closed,https://github.com/ethereum/go-ethereum/issues/3114
not clear how to switch from classic to regular eth chain,3113,closed,https://github.com/ethereum/go-ethereum/issues/3113
Unable to import partial blockchain,3112,closed,https://github.com/ethereum/go-ethereum/issues/3112
"core, core/vm: added gas price variance table (EIP #150)",3111,closed,https://github.com/ethereum/go-ethereum/issues/3111
Geth 1.4.16 txpool crash,3110,closed,https://github.com/ethereum/go-ethereum/issues/3110
geth appear timed out DAO fork-check,3109,closed,https://github.com/ethereum/go-ethereum/issues/3109
swarm/storage: fixes for tree chunker in the context of a broken reader,3108,closed,https://github.com/ethereum/go-ethereum/issues/3108
Keystore folder location,3107,closed,https://github.com/ethereum/go-ethereum/issues/3107
geth 1.4.16 not syncing now,3106,closed,https://github.com/ethereum/go-ethereum/issues/3106
Geth 1.5.0-unstable crashes,3105,closed,https://github.com/ethereum/go-ethereum/issues/3105
core: print import stats more often,3104,closed,https://github.com/ethereum/go-ethereum/issues/3104
installing solc - `which solc` returns nothing. ,3103,closed,https://github.com/ethereum/go-ethereum/issues/3103
p2p: network testing and simulation framework,3102,closed,https://github.com/ethereum/go-ethereum/issues/3102
Can somebody share 681950. 681951. 681952. 681953.ldb?,3101,closed,https://github.com/ethereum/go-ethereum/issues/3101
"	internal/ethapi, internal/web3ext: adds raw tx retrieval methods",3100,closed,https://github.com/ethereum/go-ethereum/issues/3100
i made transaction but its gone to wrang address ,3099,closed,https://github.com/ethereum/go-ethereum/issues/3099
Release 1.4.16 to master,3098,closed,https://github.com/ethereum/go-ethereum/issues/3098
1.4.16,3097,closed,https://github.com/ethereum/go-ethereum/issues/3097
how to execute a contract on peer node in ethereum private network ?,3096,closed,https://github.com/ethereum/go-ethereum/issues/3096
How to transfer file over the private blockchain,3095,closed,https://github.com/ethereum/go-ethereum/issues/3095
tests: update test files from github.com/ethereum/tests @ 45bc1d21d3c1,3094,closed,https://github.com/ethereum/go-ethereum/issues/3094
Issues Geth and Ethereum wallet,3093,closed,https://github.com/ethereum/go-ethereum/issues/3093
core/state: implement reverts by journaling all changes,3092,closed,https://github.com/ethereum/go-ethereum/issues/3092
Swarm upload via HTTP POST returns incorrect hash on slow network connections.,3091,closed,https://github.com/ethereum/go-ethereum/issues/3091
eth: monitor malicious header retrieval requests,3090,closed,https://github.com/ethereum/go-ethereum/issues/3090
internal/ethapi: bugfix gas price and limit swapped in eth_resend,3089,closed,https://github.com/ethereum/go-ethereum/issues/3089
core/types: renamed receiptRoot to receiptsRoot,3088,closed,https://github.com/ethereum/go-ethereum/issues/3088
